0.000000,1.955545,2.088542,3.334360,3.473995,3.880745,5.331847,9.097899,9.057614,8.255187,8.464661,9.238772,9.089410,8.058309,8.798305,9.009173,9.207599,9.150376,8.918201,8.377046,8.339670,8.674828,8.682099,8.517471,8.355342,8.725788,9.198103,9.246938,9.275313,9.275313,8.529210,8.446145,8.356412,8.343648,8.335191,8.947625,8.488749,8.469627,8.580855,8.463618,8.572108,8.480649,8.562167,8.734538,9.017970,9.192869,9.136383,8.725593,8.305309,8.791725,8.565761
1.955545,0.000000,1.925753,3.489678,3.331399,4.026338,5.375897,9.228386,9.192125,8.357689,8.538882,9.381797,9.222865,8.205463,8.930545,9.140567,9.360438,9.291176,9.029121,8.443343,8.393984,8.776506,8.786170,8.605869,8.405455,8.821605,9.310164,9.361831,9.391323,9.391323,8.610580,8.515267,8.409009,8.392919,8.391338,9.057219,8.627271,8.606981,8.718580,8.596181,8.709067,8.618022,8.697722,8.877168,9.149416,9.340259,9.272478,8.829249,8.350718,8.889556,8.593521
2.088542,1.925753,0.000000,2.980625,2.946672,3.557487,5.430236,8.875045,8.955146,8.241439,8.416663,9.092805,8.974819,8.120345,8.943475,8.912307,9.092724,9.042835,8.876667,8.389799,8.347317,8.663208,8.670444,8.532399,8.378845,8.716026,9.145395,9.188117,9.205966,9.205966,8.536336,8.465570,8.384854,8.369060,8.342094,8.900043,8.302834,8.632588,8.568610,8.468589,8.562251,8.643683,8.555436,8.702257,8.919896,9.076868,9.037000,8.709235,8.336805,8.775034,8.381589
3.334360,3.489678,2.980625,0.000000,2.097398,3.426384,5.021756,7.708314,7.804493,7.300622,7.432584,7.805658,7.771549,7.294794,7.800162,7.740724,7.796956,7.784980,7.773940,7.545360,7.558465,7.657155,7.658188,7.587499,7.555976,7.726267,7.973192,7.999044,7.997955,7.997955,7.619690,7.587753,7.557084,7.556471,7.542779,7.790090,7.192227,7.606542,7.528018,7.463319,7.523588,7.615992,7.518677,7.617159,7.746649,7.794828,7.782514,7.673251,7.549233,7.754313,7.598980
3.473995,3.331399,2.946672,2.097398,0.000000,2.963381,4.696187,7.857252,7.938708,7.375384,7.621780,8.053196,7.906397,7.266980,7.842451,7.906510,8.012459,7.963700,7.860894,7.560271,7.575025,7.717965,7.720267,7.625686,7.588115,7.807029,8.111453,8.144192,8.150691,8.150691,7.679887,7.636539,7.588491,7.583672,7.555226,7.882411,7.242175,7.629310,7.641327,7.567389,7.634382,7.639134,7.631235,7.753320,7.913268,8.004133,7.951752,7.736244,7.559123,7.844501,7.428907
3.880745,4.026338,3.557487,3.426384,2.963381,0.000000,3.701649,6.954131,7.014585,6.315501,6.558154,7.186700,6.995591,6.208104,6.996516,6.987403,7.157206,7.087908,6.868274,6.454681,6.465647,6.664957,6.670882,6.544924,6.487180,6.819197,7.207532,7.250604,7.270248,7.270248,6.640310,6.569778,6.493747,6.480135,6.445186,6.892576,6.287666,6.715496,6.655148,6.564934,6.648520,6.728598,6.642915,6.779557,6.994650,7.141958,7.072998,6.708938,6.464167,6.867213,6.448213
5.331847,5.375897,5.430236,5.021756,4.696187,3.701649,0.000000,6.938122,6.783266,5.860757,6.148835,6.995197,6.751273,5.654433,6.069565,6.688768,6.898497,6.815421,6.481135,5.883480,5.881387,6.222304,6.233595,6.005610,5.824964,6.232911,6.664030,6.717652,6.767779,6.767779,6.020900,5.921352,5.813462,5.818103,5.864366,6.508787,6.179544,5.851095,6.230644,6.118978,6.219573,5.860989,6.209272,6.400391,6.696173,6.868637,6.771061,6.277465,5.792218,6.286482,5.963632
9.097899,9.228386,8.875045,7.708314,7.857252,6.954131,6.938122,0.000000,1.454752,2.785149,3.175855,2.025436,1.773701,3.522315,4.043056,2.733117,2.411963,2.298508,2.746141,3.697281,3.984412,3.056348,3.043649,3.394481,4.052575,3.616662,3.182049,3.144638,3.067356,3.067356,3.788396,3.925826,4.081369,4.075607,3.895470,2.720101,2.195649,4.129586,3.077386,3.228462,3.091033,4.133435,3.114669,2.948434,2.729526,2.467814,2.312214,2.971856,4.141242,3.530813,3.261927
9.057614,9.192125,8.955146,7.804493,7.938708,7.014585,6.783266,1.454752,0.000000,1.812586,2.432521,1.946476,1.068656,2.709189,3.226190,2.406675,2.283248,1.956842,1.880369,2.841151,3.138708,2.162477,2.146284,2.501631,3.267400,2.945073,2.739815,2.727442,2.699441,2.699441,3.075967,3.189381,3.299090,3.277158,3.054254,1.864950,2.582006,3.235438,2.441154,2.538263,2.451848,3.234898,2.465220,2.389329,2.405550,2.332008,1.927262,2.068486,3.287425,2.891243,3.335618
8.255187,8.357689,8.241439,7.300622,7.375384,6.315501,5.860757,2.785149,1.812586,0.000000,1.312822,2.585845,2.025848,1.374921,2.493927,2.454220,2.770160,2.532487,1.961932,1.744273,1.910576,1.722675,1.735272,1.674488,2.026857,2.297520,2.758934,2.811397,2.871557,2.871557,2.132531,2.094846,2.057146,2.020217,1.855938,1.985784,2.915182,2.151374,1.825381,1.726682,1.823471,2.155230,1.810610,1.991928,2.462702,2.753433,2.488789,1.785201,2.000444,2.348653,3.452571
8.464661,8.538882,8.416663,7.432584,7.621780,6.558154,6.148835,3.175855,2.432521,1.312822,0.000000,2.330592,2.330126,1.879730,2.278141,2.051503,2.559528,2.519180,2.225018,1.889786,1.880268,2.018995,2.029425,1.916766,1.819920,1.935331,2.470927,2.532692,2.612928,2.612928,1.790858,1.776868,1.831563,1.836360,1.880693,2.235031,3.072315,2.003381,1.489992,1.383978,1.487765,2.006709,1.461739,1.606019,2.062135,2.502407,2.510842,2.090789,1.924314,1.993703,3.893190
9.238772,9.381797,9.092805,7.805658,8.053196,7.186700,6.995197,2.025436,1.946476,2.585845,2.330592,0.000000,1.405949,3.168211,2.999639,1.302973,0.963923,1.311000,2.155662,3.088169,3.300872,2.504373,2.485501,2.796035,3.288201,2.600012,2.011745,1.961515,1.867512,1.867512,2.886257,3.075700,3.299981,3.319657,3.241175,2.119630,2.094045,3.237250,2.141823,2.344732,2.156369,3.236816,2.179184,1.895699,1.298353,0.954423,1.377474,2.411475,3.419138,2.488163,3.633516
9.089410,9.222865,8.974819,7.771549,7.906397,6.995591,6.751273,1.773701,1.068656,2.025848,2.330126,1.405949,0.000000,2.630855,2.897566,1.797452,1.486256,1.046771,1.306001,2.545784,2.839618,1.766076,1.738949,2.165044,2.940212,2.472450,2.145264,2.118665,2.055755,2.055755,2.669146,2.816631,2.964727,2.955496,2.759858,1.267356,2.079356,2.983705,2.082642,2.214476,2.094443,2.983095,2.110471,1.972044,1.796095,1.563099,1.017722,1.622554,2.983970,2.397477,3.137550
8.058309,8.205463,8.120345,7.294794,7.266980,6.208104,5.654433,3.522315,2.709189,1.374921,1.879730,3.168211,2.630855,0.000000,2.145723,2.545070,3.024145,2.857254,2.173136,1.393104,1.474267,1.757857,1.783080,1.512506,1.506353,1.915515,2.663199,2.740565,2.839153,2.839153,1.633199,1.555139,1.511822,1.505520,1.434543,2.211368,2.960562,1.611984,1.557208,1.367014,1.547418,1.622855,1.531869,1.855624,2.555958,2.980186,2.808115,1.876250,1.516807,2.015179,3.185296
8.798305,8.930545,8.943475,7.800162,7.842451,6.996516,6.069565,4.043056,3.226190,2.493927,2.278141,2.999639,2.897566,2.145723,0.000000,2.229213,2.783419,2.848452,2.491653,2.249335,2.315085,2.350397,2.353784,2.185175,2.072598,1.677766,2.015626,2.091387,2.239004,2.239004,1.754718,1.829466,2.021155,2.107050,2.299616,2.510853,3.385965,0.830850,1.675709,1.652075,1.660432,0.820865,1.652564,1.780004,2.237389,2.694950,2.795370,2.378708,2.222917,1.682319,3.861628
9.009173,9.140567,8.912307,7.740724,7.906510,6.987403,6.688768,2.733117,2.406675,2.454220,2.051503,1.302973,1.797452,2.545070,2.229213,0.000000,1.081979,1.496730,1.822625,2.386833,2.556214,1.983766,1.974434,2.167293,2.485906,1.574123,1.066394,1.060237,1.056689,1.056689,1.949313,2.194802,2.487459,2.526456,2.505490,1.805396,2.034366,2.479976,1.212085,1.462896,1.224569,2.481196,1.255629,0.905324,0.022937,0.918939,1.529740,1.946715,2.660329,1.445071,3.212918
9.207599,9.360438,9.092724,7.796956,8.012459,7.157206,6.898497,2.411963,2.283248,2.770160,2.559528,0.963923,1.486256,3.024145,2.783419,1.081979,0.000000,0.792855,1.831134,2.826521,3.056077,2.207320,2.187228,2.515547,3.018037,2.252622,1.550707,1.485956,1.349943,1.349943,2.569016,2.775823,3.023223,3.054487,2.992983,1.791577,1.726921,3.052359,1.968522,2.179363,1.982301,3.053775,2.007627,1.720774,1.078528,0.208777,0.864329,2.103015,3.167065,2.125451,3.253736
9.150376,9.291176,9.042835,7.784980,7.963700,7.087908,6.815421,2.298508,1.956842,2.532487,2.519180,1.311000,1.046771,2.857254,2.848452,1.496730,0.792855,0.000000,1.329037,2.559669,2.821446,1.817376,1.789162,2.199166,2.849591,2.240102,1.739606,1.693252,1.573165,1.573165,2.489907,2.668248,2.865445,2.876665,2.750665,1.280655,1.811750,3.015881,2.051164,2.207799,2.063076,3.016795,2.080498,1.888530,1.496755,0.942875,0.141981,1.669112,2.947956,2.139658,3.095770
8.918201,9.029121,8.876667,7.773940,7.860894,6.868274,6.481135,2.746141,1.880369,1.961932,2.225018,2.155662,1.306001,2.173136,2.491653,1.822625,1.831134,1.329037,0.000000,1.578599,1.914489,0.651675,0.613190,1.132057,2.068029,1.722426,1.733289,1.754782,1.752865,1.752865,1.859781,1.990052,2.103787,2.075296,1.824044,0.072893,2.312687,2.489789,1.763073,1.818864,1.766109,2.490433,1.768674,1.747700,1.827541,1.867663,1.257383,0.454789,2.067915,1.681153,2.810296
8.377046,8.443343,8.389799,7.545360,7.560271,6.454681,5.883480,3.697281,2.841151,1.744273,1.889786,3.088169,2.545784,1.393104,2.249335,2.386833,2.826521,2.559669,1.578599,0.000000,0.451613,0.977410,1.014642,0.497730,0.755507,1.389851,2.248940,2.338494,2.439784,2.439784,1.067720,0.961760,0.823089,0.721324,0.320825,1.624573,2.966793,1.883153,1.672506,1.516442,1.661362,1.888472,1.636391,1.876209,2.398403,2.794302,2.506768,1.170376,0.623429,1.502194,3.046566
8.339670,8.393984,8.347317,7.558465,7.575025,6.465647,5.881387,3.984412,3.138708,1.910576,1.880268,3.300872,2.839618,1.474267,2.315085,2.556214,3.056077,2.821446,1.914489,0.451613,0.000000,1.352187,1.384602,0.905611,0.518527,1.436738,2.441606,2.536439,2.646034,2.646034,1.013280,0.834597,0.594434,0.459401,0.145962,1.956481,3.234728,1.863620,1.777918,1.580503,1.765535,1.869013,1.734956,2.008446,2.568735,3.015733,2.777968,1.529030,0.283187,1.587871,3.318072
8.674828,8.776506,8.663208,7.657155,7.717965,6.664957,6.222304,3.056348,2.162477,1.722675,2.018995,2.504373,1.766076,1.757857,2.350397,1.983766,2.207320,1.817376,0.651675,0.977410,1.352187,0.000000,0.058323,0.522678,1.557437,1.486731,1.861968,1.918275,1.968627,1.968627,1.481923,1.553362,1.604140,1.554126,1.248585,0.703647,2.496565,2.209022,1.609105,1.587562,1.607085,2.211596,1.599159,1.685397,1.991938,2.211525,1.754536,0.234441,1.518556,1.499836,2.791566
8.682099,8.786170,8.670444,7.658188,7.720267,6.670882,6.233595,3.043649,2.146284,1.735272,2.029425,2.485501,1.738949,1.783080,2.353784,1.974434,2.187228,1.789162,0.613190,1.014642,1.384602,0.058323,0.000000,0.558515,1.588332,1.496136,1.854948,1.909657,1.957063,1.957063,1.501924,1.578983,1.634113,1.585316,1.282778,0.666870,2.491255,2.220390,1.617745,1.600153,1.615816,2.222881,1.608428,1.689244,1.982611,2.193578,1.726095,0.194814,1.549616,1.506379,2.805024
8.517471,8.605869,8.532399,7.587499,7.625686,6.544924,6.005610,3.394481,2.501631,1.674488,1.916766,2.796035,2.165044,1.512506,2.185175,2.167293,2.515547,2.199166,1.132057,0.497730,0.905611,0.522678,0.558515,0.000000,1.126320,1.364767,2.008007,2.085554,2.170245,2.170245,1.207386,1.200897,1.177601,1.112735,0.791825,1.181299,2.733920,1.941092,1.590493,1.496611,1.582510,1.944848,1.564551,1.739445,2.177456,2.497726,2.137727,0.719405,1.058859,1.426945,2.914527
8.355342,8.405455,8.378845,7.555976,7.588115,6.487180,5.824964,4.052575,3.267400,2.026857,1.819920,3.288201,2.940212,1.506353,2.072598,2.485906,3.018037,2.849591,2.068029,0.755507,0.518527,1.557437,1.588332,1.126320,0.000000,1.273692,2.315903,2.415827,2.537721,2.537721,0.745171,0.447836,0.103680,0.085869,0.563327,2.103930,3.215534,1.626703,1.673609,1.469254,1.658713,1.635337,1.626117,1.911758,2.498885,2.964238,2.804379,1.721712,0.402435,1.430305,3.343643
