nan,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.995825,0.996965,0.995444,0.996497,0.995871,0.996698,0.996422,0.997054,0.997546,0.997417,0.997805,0.997742,0.997074,0.995756,0.993805,0.991266,0.988200,0.984669,0.980736,0.982747,0.953929,0.949999,0.945909,0.941675,0.937315,0.932846,0.928285,0.923647,0.780911,0.395651,0.437822,0.475596,0.509497,0.539978,0.567428,0.592184,0.713986,0.574672,0.598538,0.618858,0.525721,0.537765,0.558229
0.559162,0.531620,0.501364,0.469295,0.433356,0.392998,0.350883,0.300487,0.248026,0.189952,0.125631,0.057978,-0.021577,-0.115570,-0.191556,-0.170983,0.201870,0.131707,0.636568,0.627300,0.616339,0.603404,0.588158,0.570190,0.549004,0.523988,0.494385,0.459248,0.484873,0.441622,0.389015,0.324623,0.245189,0.146283,0.021745,-0.137180,-0.105619,0.934092,0.947814,0.960769,0.972345,0.981650,0.987421,0.988024,0.981981,0.971008,0.974679,0.948683,0.866025,1.000000,nan
